SampleID,Depth_m,Rock_Density,Fault_Proximity_km,Alteration_Index,Sulfide_Content_%,Quartz_Content_%,Iron_Content_%,Gold_ppm
1,193.52465823520762,2.629593050187034,1.3085284186795298,0.672702994208898,2.859979391417964,41.49084162219537,9.72385431116733,405.03678521856364
2,475.8500101408589,2.879330663164851,1.234893995359999,0.7966813971913723,4.027161646499931,47.874852750001715,2.5857954315774934,430.85640484831833
3,368.6770314875885,3.111062085113486,4.531272902605183,0.250467898792499,3.800804648950795,78.36379145617443,13.085918450322223,693.9041963810384
4,303.3426572565479,3.0125574204866927,1.2477309992475305,0.6248740996069989,0.7694995234688684,37.20035088479137,9.196743586038622,345.21562130909047
5,86.44913381679389,3.064592803503015,1.359748630643155,0.5717459831437487,0.7462473487073695,79.5719747849737,2.3580582533543137,628.8884454692856
6,86.4373149647393,2.9611483566975023,3.7969913120898187,0.8328303767882711,1.3408718387245666,17.050754478135318,14.435070862218103,223.73473872818766
7,38.460969962417735,2.984593595162497,2.2486992122527,0.9060870604812605,1.805373631705186,72.14387497669046,7.77548195002981,614.0267202603973
8,434.4263114297182,3.0944369560957234,3.883552784775906,0.012156771477386807,2.042277907042413,77.80381064437891,1.093476778074825,611.4606183794568
9,304.54635575417234,2.67476760620143,0.3268307878219262,0.6740199190587927,3.398486084166726,24.5454122269871,9.402493566226008,299.41739668606095
10,356.95556312006227,2.8425974745501983,2.4378559683669216,0.05183579911972902,0.283402160829177,44.42772258977604,3.7979836051921536,359.2663352111958
11,20.086402204943198,2.6548466092737217,0.16806800091641316,0.5488586650773559,0.17336352113033193,23.239981973092448,12.055401778159537,290.90343925773726
12,485.2558275593772,3.191367605597653,0.3132660172767726,0.2876327290436782,1.9595528147195451,66.52833031953742,12.26733110349286,613.0542192844033
13,417.8968939922066,3.1608415377806294,4.532187266722055,0.3067765995221412,3.4858184606899023,52.82782144493254,14.684210337819929,509.9076063985541
14,114.04616423235531,2.5275987679579544,0.6962268555879758,0.3529585034523566,0.9671767147824128,60.825867736665685,7.528042965367556,522.5580682988259
15,99.09423393147931,2.993902620760982,2.6621034113760853,0.6212924490496101,3.2075224062812584,25.718957356496894,6.824353195916057,272.46170487327527
16,99.86820982818257,3.147673822190966,2.055478013003533,0.3340499656687692,1.2991406897014972,26.93966896419356,11.30213408169721,279.2404980600278
17,159.0786990501735,2.6264027415891333,1.7367166312942133,0.7326990505902804,4.4304305440675815,13.31978604079251,1.9870598451288983,170.93286417924054
18,267.13065149979656,2.897561661386841,4.499166728436363,0.4045273855738697,4.4784497213330825,35.765402815658376,8.203732706896863,361.2464795825066
19,221.65305913463672,3.140841808311629,0.1091169838774475,0.06835320030995862,1.4864360214066323,54.779572906694,8.193714001962764,526.8400311304908
20,152.70227869704053,2.5237621850100593,3.3189484308779456,0.7837598424841072,1.1499687698162027,78.63479311978631,1.3420968421558084,624.4991450730851
21,309.8079184139659,2.988194187072788,4.816972171067752,0.285758324592706,2.0565198603311563,63.354195796694455,6.269761282603704,530.3750797811446
22,78.3519917195005,2.7081443051607854,2.80084091730921,0.43276687959926263,1.2026579259007435,44.83170587198011,12.79927197850803,420.25313617175897
23,153.15087778225688,3.1470773367635716,4.684112310165459,0.6854438832219015,3.361919216458518,86.24960915153102,12.842304329919903,751.7376094740803
24,189.51730321390895,3.1797407716157577,0.26128939643011884,0.332456157148712,4.130323422741427,67.53961604606656,1.488564973795215,595.1472122666377
25,233.47429226634762,3.160986542379404,2.093966595370807,0.056585656146715624,3.365460654556085,84.41321622900401,1.3608132412174627,683.2207963700397
26,394.73622108257666,2.8319499516602247,1.3007889548102558,0.3739210470128136,4.121752236246747,52.20703786177325,3.9404321550290295,468.48770047546344
27,107.84015325759627,3.1034298556925197,3.6541048249036487,0.9444485826943034,1.9849608110373707,30.712341983451168,13.121490938309902,331.0676385290675
